Year,Dakar_VHI_Cumulative,Diourbel_VHI_Cumulative,Fatick_VHI_Cumulative,Kaffrine_VHI_Cumulative,Kaolack_VHI_Cumulative,Kedougou_VHI_Cumulative,Kolda_VHI_Cumulative,Louga_VHI_Cumulative,Matam_VHI_Cumulative,Saint louis_VHI_Cumulative,Sedhiou_VHI_Cumulative,Tambacounda_VHI_Cumulative,Thies_VHI_Cumulative,Ziguinchor_VHI_Cumulative,Corn_Weighted_VHI_Cumulative,Cotton_Weighted_VHI_Cumulative,Millet_Weighted_VHI_Cumulative,Peanut_Weighted_VHI_Cumulative,Rice_Weighted_VHI_Cumulative,Sorghum_Weighted_VHI_Cumulative
1984,1.24,1.274,1.159,1.335,1.104,1.039,1.042,1.435,1.534,1.486,0.807,1.309,1.295,1.0090000000000001,1.0893177803660001,1.12149,1.195916,1.216017145254,1.09869,1.1817
1985,1.3820000000000001,1.6059999999999999,1.645,1.596,1.759,1.662,1.574,1.499,1.496,1.451,1.522,1.5790000000000002,1.468,1.475,1.59099000303,1.5829600000000004,1.606782,1.5960871458840002,1.51762,1.58452
1986,0.951,1.108,0.85,0.874,0.998,1.116,1.214,1.097,1.162,1.255,1.0190000000000001,1.08,0.992,0.97,1.05976333545,1.1535100000000003,0.979818,1.010790002166,1.11611,1.0252100000000002
1987,1.421,1.196,1.2730000000000001,1.3940000000000001,1.4060000000000001,1.081,1.508,1.3399999999999999,1.209,1.201,1.516,1.215,1.3079999999999998,1.284,1.393761113652,1.40249,1.3572920000000002,1.3632228596880003,1.3842500000000002,1.3731900000000001
1988,1.549,1.9140000000000001,1.582,1.506,1.584,1.2309999999999999,1.463,1.879,1.577,1.5710000000000002,1.381,1.354,1.77,1.442,1.485483336542,1.4243700000000001,1.57761,1.55988286019,1.4760600000000001,1.4852600000000002
1989,1.203,0.937,0.9570000000000001,1.071,1.112,0.815,0.962,1.055,0.913,1.017,1.192,0.861,0.866,1.052,1.025487779762,0.9371799999999999,1.0181099999999998,1.0076871448940001,1.0476999999999999,1.0227099999999998
1990,0.974,0.85,0.958,0.604,0.809,0.902,1.071,0.587,0.637,0.545,1.227,0.884,0.762,1.358,0.9832077793820001,0.9897,0.836322,0.8250528589980001,1.01277,0.8679300000000001
1991,1.173,0.756,0.845,0.8160000000000001,0.841,1.025,0.821,0.9410000000000001,1.012,0.778,1.01,0.843,1.044,1.434,0.897416668662,0.8405799999999999,0.865734,0.875414287768,0.9677299999999999,0.88259
1992,0.981,1.027,0.983,0.9259999999999999,0.884,1.252,1.134,1.149,0.843,0.808,1.319,1.03,0.949,1.206,1.085296668698,1.1040299999999998,1.00484,1.004191430696,1.10689,1.03863
1993,1.237,1.073,0.979,0.995,1.026,1.083,0.9670000000000001,1.283,1.23,1.2650000000000001,0.8200000000000001,1.092,1.154,0.964,0.9911266689520002,1.0057300000000002,1.020848,1.0448800021920004,1.01015,1.01421
1994,1.453,2.053,1.8980000000000001,1.925,1.935,1.201,1.529,2.1639999999999997,1.936,2.1879999999999997,1.549,1.48,1.809,1.559,1.673614448064,1.5211299999999999,1.842334,1.8113828605539999,1.7094199999999997,1.72089
1995,1.19,1.346,1.2610000000000001,1.371,1.423,1.51,1.705,1.44,1.518,1.427,1.6640000000000001,1.473,1.266,1.533,1.527927780578,1.61537,1.4097460000000002,1.4358771457680002,1.57355,1.48529
1996,1.169,0.598,0.829,0.627,0.736,1.19,1.2429999999999999,0.507,0.582,0.352,1.009,0.968,0.891,1.242,0.9639633349239999,1.13286,0.79699,0.8346271446119999,0.9449899999999999,0.8733599999999999
1997,0.9339999999999999,0.792,0.747,0.776,0.6599999999999999,1.226,1.056,0.8700000000000001,0.765,0.825,0.978,1.063,0.8360000000000001,1.0070000000000001,0.9200833351179999,1.04921,0.8203739999999999,0.851447144722,0.9589300000000001,0.9006500000000002
1998,1.028,0.887,0.9490000000000001,0.8210000000000001,0.825,1.002,0.7869999999999999,1.056,1.053,1.058,1.0430000000000001,0.905,0.8700000000000001,1.213,0.9122466686640001,0.8340399999999999,0.887548,0.8847228592240001,0.9940399999999999,0.89402
1999,1.5130000000000001,1.448,1.437,1.541,1.476,1.661,1.5910000000000002,1.687,1.741,1.737,1.716,1.6219999999999999,1.463,1.7530000000000001,1.591480003232,1.6005500000000001,1.53069,1.550408574734,1.67708,1.5892900000000003
2000,1.766,1.831,1.854,1.903,1.987,1.8079999999999998,2.287,1.7959999999999998,1.789,1.6440000000000001,2.364,1.823,1.791,2.049,2.076776670306,2.1208299999999998,1.950152,1.951410003786,2.08149,2.00019
2001,1.532,1.619,1.661,1.626,1.731,1.92,1.7599999999999998,1.6099999999999999,1.544,1.399,1.859,1.5330000000000001,1.665,1.712,1.715175558806,1.7068500000000002,1.674664,1.6672100033100001,1.6860600000000001,1.67269
2002,1.282,0.963,1.083,0.897,0.987,1.419,1.105,1.162,1.024,1.225,1.5590000000000002,1.091,1.109,1.554,1.1897066690299998,1.1133,1.064988,1.062827145436,1.31641,1.1121
2003,0.984,1.238,1.265,1.213,1.217,1.408,1.139,1.476,1.331,1.5110000000000001,0.866,1.341,1.451,1.203,1.1608144470700001,1.20739,1.231684,1.2552257167260001,1.1781700000000002,1.19799
2004,1.022,1.4929999999999999,1.49,1.709,1.595,1.935,2.031,1.5550000000000002,1.85,1.859,2.025,1.917,1.434,1.881,1.8281088921639996,1.97622,1.6700439999999999,1.7027628605900003,1.92456,1.8039600000000002
2005,1.186,1.353,1.457,1.527,1.5310000000000001,1.49,1.8780000000000001,1.589,1.6099999999999999,1.476,1.803,1.528,1.229,1.694,1.652498891812,1.74545,1.5319820000000002,1.5611300030320001,1.69857,1.60296
2006,1.596,1.544,1.576,1.8,1.6949999999999998,1.427,1.9660000000000002,1.659,1.638,1.765,2.004,1.7719999999999998,1.47,1.932,1.8155022255179998,1.87453,1.718146,1.736104289116,1.89101,1.80325
2007,1.194,1.255,1.2389999999999999,1.286,1.324,1.199,1.303,1.41,1.423,1.43,1.3980000000000001,1.249,1.358,1.446,1.3177611137780003,1.28357,1.3020340000000004,1.3062400026699998,1.37664,1.3086000000000002
2008,1.241,1.371,1.307,1.482,1.3980000000000001,1.321,1.799,1.5550000000000002,1.754,1.5470000000000002,1.772,1.524,1.267,1.673,1.5912422251580003,1.68144,1.467072,1.4990628601940001,1.67895,1.5591099999999998
2009,1.657,1.837,1.755,1.903,1.7919999999999998,1.601,2.02,1.848,1.814,1.686,1.979,1.8639999999999999,1.742,2.072,1.89221889248,1.94732,1.8500800000000002,1.8579928607560001,1.92072,1.88929
2010,1.518,1.615,1.553,1.522,1.494,1.496,1.647,1.6680000000000001,1.659,1.537,1.702,1.564,1.518,1.6030000000000002,1.601666669808,1.60996,1.5639159999999999,1.5649000031799998,1.62088,1.5775899999999998
2011,1.573,1.5950000000000002,1.633,1.895,1.696,1.7309999999999999,1.952,1.873,1.917,1.831,2.054,1.891,1.526,1.9380000000000002,1.8626033368619999,1.9191,1.78045,1.8030728607539999,1.9267400000000001,1.8728900000000004
2012,1.407,1.341,1.337,1.516,1.393,1.341,1.18,1.6720000000000002,1.759,1.596,1.605,1.323,1.35,1.7029999999999998,1.3921088919300002,1.2485899999999999,1.415482,1.4067100030720001,1.48784,1.42807
2013,1.427,1.9340000000000002,1.7349999999999999,1.708,1.716,1.749,1.83,1.88,1.871,1.76,2.034,1.722,1.7559999999999998,1.9300000000000002,1.8229711146700003,1.7929400000000002,1.779474,1.7633200036299999,1.8735799999999998,1.7853400000000001
2014,1.6510000000000002,1.7109999999999999,1.7069999999999999,1.686,1.6560000000000001,1.707,1.7890000000000001,1.88,1.6480000000000001,1.734,2.13,1.606,1.645,2.041,1.8002644479340002,1.73526,1.732812,1.7216757178920004,1.8925400000000001,1.75327
2015,1.367,1.256,1.251,1.189,1.194,1.479,1.361,1.534,1.5430000000000001,1.58,1.638,1.395,1.316,1.797,1.400305558458,1.3690800000000003,1.298742,1.31468428876,1.54733,1.35718
2016,1.229,1.327,1.32,1.404,1.496,1.986,1.8679999999999999,1.402,1.449,1.469,2.076,1.601,1.383,1.8079999999999998,1.7030055585459998,1.7834899999999998,1.500972,1.521742860384,1.7817900000000002,1.6193099999999998
2017,1.471,1.8610000000000002,1.697,1.7959999999999998,1.69,1.813,1.9300000000000002,2.061,1.996,1.9500000000000002,2.154,1.875,1.706,2.0170000000000003,1.8957633370380003,1.90237,1.8164539999999998,1.8212828609320002,1.9909800000000004,1.8725699999999998
2018,1.474,1.572,1.322,1.39,1.361,1.2530000000000001,1.3780000000000001,1.767,1.542,1.657,1.498,1.279,1.572,1.651,1.408250003084,1.34738,1.4215440000000001,1.424310003042,1.52058,1.40618
2019,1.414,1.718,1.4849999999999999,1.4889999999999999,1.479,1.696,1.8559999999999999,1.87,1.673,1.7839999999999998,1.734,1.649,1.5550000000000002,1.8399999999999999,1.6764500033419998,1.77131,1.587524,1.618235717674,1.78178,1.6346799999999997
2020,1.3,1.411,1.2730000000000001,1.308,1.223,1.373,1.69,1.716,1.426,1.609,1.629,1.203,1.324,1.5230000000000001,1.45799333622,1.52485,1.368312,1.3995714315060002,1.59678,1.4034900000000001
2021,1.403,1.491,1.377,1.401,1.345,1.217,1.6989999999999998,1.839,1.501,1.714,1.765,1.224,1.463,1.694,1.5343944474940001,1.53355,1.4642680000000001,1.48249857451,1.69071,1.47857
2022,1.431,1.6760000000000002,1.5130000000000001,1.371,1.445,1.331,1.546,1.884,1.517,1.765,1.879,1.236,1.588,1.845,1.5649522254239998,1.44917,1.521368,1.506114288984,1.72059,1.4927000000000001
2023,1.456,1.625,1.6070000000000002,1.608,1.621,1.331,1.718,1.8159999999999998,1.831,1.7959999999999998,1.987,1.5190000000000001,1.649,1.987,1.715546670022,1.64125,1.659272,1.6536957177180003,1.83428,1.6725900000000002
2024,1.373,1.4500000000000002,1.353,1.1520000000000001,1.244,1.117,1.047,1.5779999999999998,1.344,1.449,1.379,1.105,1.4940000000000002,1.596,1.242024447234,1.0762399999999999,1.281598,1.254644288488,1.33368,1.21561
